"Date","HI"
2012-07-30,17.0373615877546
2012-07-31,19.3367722649563
2012-08-01,20.1536313593885
2012-08-02,19.5309532102718
2012-08-03,19.0131477569449
2012-08-04,19.0037400899113
2012-08-05,17.8323590543947
2012-08-06,17.2808437369543
2012-08-07,17.9436460767164
2012-08-08,19.5351746126429
2012-08-09,21.5205260138975
2012-08-10,22.0179048919779
2012-08-11,21.0550129179565
2012-08-12,19.8874224812148
2012-08-13,19.8510479933852
2012-08-14,20.8206604447257
2012-08-15,21.1025172743035
2012-08-16,19.9198387336364
2012-08-17,22.7353063947746
2012-08-18,24.403049651027
2012-08-19,24.3177251054387
2012-08-20,23.2268528869103
2012-08-21,22.7225359283385
2012-08-22,20.2150215611855
2012-08-23,20.0525999675125
2012-08-24,19.4879486395257
2012-08-25,19.0490638497132
2012-08-26,17.5005571316537
2012-08-27,19.1171052936588
2012-08-28,19.5240789827803
2012-08-29,18.9645118801314
2012-08-30,16.7230079360353
2012-08-31,13.9991830231632
2012-09-01,13.0419901552808
2012-09-02,15.3157397458331
2012-09-03,16.7505256487477
2012-09-04,18.0941331925302
2012-09-05,18.6153759901294
2012-09-06,17.8302545783023
2012-09-07,17.7343605813359
2012-09-08,18.7476742893139
2012-09-09,19.01079824586
2012-09-10,19.4018254426398
2012-09-11,17.9701726825386
2012-09-12,14.5157117581784
2012-09-13,14.0648055240845
2012-09-14,13.9719697838503
2012-09-15,15.2580102607347
2012-09-16,14.973846690096
2012-09-17,16.1554516721458
2012-09-18,14.7136954300051
2012-09-19,12.3161966713822
2012-09-20,11.6388452403046
2012-09-21,12.713988769732
2012-09-22,14.4627923409718
2012-09-23,16.6859749980741
2012-09-24,16.2116610927065
2012-09-25,13.569471944738
2012-09-26,12.2742234153751
2012-09-27,12.292756903327
2012-09-28,12.447999868391
2012-09-29,12.0299897861738
2012-09-30,10.8113715187004
2012-10-01,11.9450529945395
2012-10-02,13.2306698561485
2012-10-03,13.9731345181192
2012-10-04,14.0793639309313
2012-10-05,15.4896117773265
2012-10-06,15.3076326880562
2012-10-07,14.90449262792
2012-10-08,15.3348011497784
2012-10-09,16.4024581186319
2012-10-10,15.3326111665061
2012-10-11,14.7516558665655
2012-10-12,12.060288610615
2012-10-13,9.17231327152686
2012-10-14,8.39080467379319
2012-10-15,7.50590615096775
2012-10-16,8.97461203692598
2012-10-17,12.9246858147612
2012-10-18,14.850994393013
2012-10-19,14.8094058271013
2012-10-20,13.8677094935294
2012-10-21,15.0678954091442
2012-10-22,14.8393092097261
2012-10-23,13.4316937419051
2012-10-24,12.1624204700656
2012-10-25,11.2323164984907
2012-10-26,10.2682817924354
2012-10-27,3.49667999732966
2012-10-28,0.435668048277786
2012-10-29,2.19178577758231
2012-10-30,3.49863619200063
2012-10-31,4.78149861457524
2012-11-01,6.05243725522946
2012-11-02,7.09161820918965
2012-11-03,8.61787960774302
2012-11-04,8.03395630488761
2012-11-05,6.53245266036838
2012-11-06,4.48443113831316
2012-11-07,4.7298435548983
2012-11-08,4.8744062065303
2012-11-09,5.83197279726018
2012-11-10,8.97611834191505
2012-11-11,4.97906801337038
2012-11-12,3.72365267048945
2012-11-13,4.9166950917676
2012-11-14,4.69323548070084
2012-11-15,4.96885732370383
2012-11-16,5.03652219940756
2012-11-17,7.09574515639989
2012-11-18,6.97428192557548
2012-11-19,6.39341218889557
2012-11-20,6.20882068087492
2012-11-21,6.50753615918373
2012-11-22,5.32164322137636
2012-11-23,6.29662269340817
2012-11-24,8.43284547573637
2012-11-25,9.02907021090606
2012-11-26,7.83438427562964
2012-11-27,4.52517082305115
2012-11-28,3.39796058364354
2012-11-29,1.14065894627092
2012-11-30,-2.32742330803601
2012-12-01,-3.03506664364397
2012-12-02,-0.419965888466799
2012-12-03,3.61545744221081
2012-12-04,3.18414280062735
2012-12-05,0.448467410135083
2012-12-06,-2.62474499251844
2012-12-07,-1.31353287698659
2012-12-08,-0.529169012393562
2012-12-09,-1.03526646131078
2012-12-10,0.520389457354325
2012-12-11,-3.80722411891347
2012-12-12,-7.41731928374658
2012-12-13,-1.76347410515757
2012-12-14,5.22849790098197
2012-12-15,6.55685578715619
2012-12-16,6.18320164942739
2012-12-17,5.33039803454735
2012-12-18,4.53936657245132
2012-12-19,3.31797388979112
2012-12-20,4.92163942282937
2012-12-21,4.63247579469605
2012-12-22,6.45632763339999
2012-12-23,8.95713809131806
2012-12-24,7.68928588973968
2012-12-25,7.85681675607872
2012-12-26,6.37049958586138
2012-12-27,7.14437543523059
2012-12-28,6.87408898505295
2012-12-29,6.39147927428145
2012-12-30,5.08132251394867
2012-12-31,4.80720848436648
2013-01-01,3.99331921232664
2013-01-02,1.59243877743335
2013-01-03,4.04424259785481
2013-01-04,5.1621864326897
2013-01-05,4.46853120410306
2013-01-06,3.60156290774066
2013-01-07,2.418519976803
2013-01-08,0.531127118910708
2013-01-09,0.377127743200824
2013-01-10,3.28743992812635
2013-01-11,2.4715046900949
2013-01-12,0.0693635483281955
2013-01-13,-0.746075359084465
2013-01-14,-3.29088063129706
2013-01-15,-2.66715123455985
2013-01-16,-6.04402348803439
2013-01-17,-9.08857205554619
2013-01-18,-8.04334341499201
2013-01-19,-3.47106060851548
2013-01-20,-3.47940291604914
2013-01-21,-1.79755042238896
2013-01-22,-1.17875304735645
2013-01-23,-1.77118863814705
2013-01-24,-2.88240349770305
2013-01-25,-5.71505104300287
2013-01-26,-2.22035849398152
2013-01-27,1.64040376403032
2013-01-28,3.14202242999145
2013-01-29,6.29779687840758
2013-01-30,8.13320394406735
2013-01-31,6.74746962871622
2013-02-01,6.92783836533074
2013-02-02,1.62637950843094
2013-02-03,-0.777238509432602
2013-02-04,5.25198052417877
2013-02-05,2.99488933395943
2013-02-06,0.39405923176082
2013-02-07,-1.37801436698691
2013-02-08,-2.46629809208589
2013-02-09,-3.11923300252231
2013-02-10,-1.67150861017841
2013-02-11,-0.510319428902801
2013-02-12,-1.91779845424877
2013-02-13,-2.30668505555909
2013-02-14,0.321052841899157
2013-02-15,2.15164598018306
2013-02-16,0.0547107334293535
2013-02-17,-0.658538222781376
2013-02-18,0.0833240605065407
2013-02-19,-0.0815023863856074
2013-02-20,-0.172370657537206
2013-02-21,-3.75532075288727
2013-02-22,-7.06419680171028
2013-02-23,-8.89289098269812
2013-02-24,-6.87951662296367
2013-02-25,-4.58591400551024
2013-02-26,-3.75131902833913
2013-02-27,-2.00763078363912
2013-02-28,-1.22034935277493
2013-03-01,-0.551541415064299
2013-03-02,-0.806999243312569
2013-03-03,-0.671500076107219
2013-03-04,3.64759186532288
2013-03-05,7.46749155481973
2013-03-06,7.99140660124026
2013-03-07,8.7335043714967
2013-03-08,9.04407676002253
2013-03-09,7.68650568479115
2013-03-10,5.54104951476653
2013-03-11,3.21275496777807
2013-03-12,-1.27037951410925
2013-03-13,-4.4623480969971
2013-03-14,-3.39117633278647
2013-03-15,-2.75699234827094
2013-03-16,0.916379264469645
2013-03-17,3.19900838647616
2013-03-18,1.72749363588682
2013-03-19,2.7934924990903
2013-03-20,3.62118106952734
2013-03-21,3.84517131466897
2013-03-22,6.81871258652118
2013-03-23,6.30452803537429
2013-03-24,4.24312507112319
2013-03-25,3.05634419797351
2013-03-26,2.15881796882255
2013-03-27,1.45584682730665
2013-03-28,1.27111435405185
2013-03-29,1.63306417448499
2013-03-30,2.74215668916162
2013-03-31,0.602424445929363
2013-04-01,1.27283050388431
2013-04-02,3.0984336395338
2013-04-03,2.55321634006337
2013-04-04,2.23745087552096
2013-04-05,1.78329103105206
2013-04-06,1.2611398384049
2013-04-07,2.6989184892181
2013-04-08,4.3028917180507
2013-04-09,6.44868270126608
2013-04-10,8.37094755301181
2013-04-11,9.69882558695409
2013-04-12,8.74549129933429
2013-04-13,9.85851858593881
2013-04-14,14.1404533225008
2013-04-15,12.406269330541
2013-04-16,12.6212227563588
2013-04-17,14.9770107505955
2013-04-18,11.6228866604205
2013-04-19,7.58289180044529
2013-04-20,5.78117848176082
2013-04-21,6.43271521273644
2013-04-22,7.69997035680553
2013-04-23,9.6884703892747
2013-04-24,12.5545659763142
2013-04-25,15.2621032425385
2013-04-26,10.6182363501145
2013-04-27,4.36547881463806
2013-04-28,4.42394739049777
2013-04-29,6.78503432669794
2013-04-30,8.5939988499615
2013-05-01,9.71173447860277
2013-05-02,9.69730528480864
2013-05-03,10.4344240673364
2013-05-04,10.7403700494951
2013-05-05,12.3496644288116
2013-05-06,13.4082921002097
2013-05-07,14.1711748929599
2013-05-08,13.6395828697965
2013-05-09,12.0983150543105
2013-05-10,10.640539957653
2013-05-11,10.6575877518733
2013-05-12,10.1161820374672
2013-05-13,10.9423705075272
2013-05-14,10.766671109116
2013-05-15,9.33260686514194
2013-05-16,7.72801421933504
2013-05-17,8.82894637328981
2013-05-18,8.97173886154263
2013-05-19,8.86043210365681
2013-05-20,8.92717582061643
2013-05-21,9.90096767847388
2013-05-22,10.5820590211186
2013-05-23,8.14407734733584
2013-05-24,5.16097585965357
2013-05-25,6.90979103439524
2013-05-26,8.43726958641771
2013-05-27,10.2963154282513
2013-05-28,9.103520943618
2013-05-29,8.06868493199863
2013-05-30,9.49613306617093
2013-05-31,11.4508075092354
2013-06-01,13.0742125946234
2013-06-02,12.7179400496473
2013-06-03,12.3624009793917
2013-06-04,12.7439621157372
2013-06-05,15.3612486143559
2013-06-06,17.8318875110658
2013-06-07,18.4370222092365
2013-06-08,15.8886155224178
2013-06-09,13.3871083010009
2013-06-10,14.0363697566346
2013-06-11,15.4775580719122
2013-06-12,17.9454981056686
2013-06-13,15.3480539052839
2013-06-14,14.713408314639
2013-06-15,15.7425084195307
2013-06-16,17.2471315762175
2013-06-17,19.3129570120142
2013-06-18,19.2721839160439
2013-06-19,18.1968688175685
2013-06-20,16.0002303152468
2013-06-21,14.9883804157344
2013-06-22,15.4505816642927
2013-06-23,14.1079599297404
2013-06-24,12.9870369596283
2013-06-25,13.616605284012
2013-06-26,14.3592430324471
2013-06-27,14.6743880188275
2013-06-28,14.5517830630954
2013-06-29,15.6253106547601
2013-06-30,16.7670676783254
2013-07-01,17.301383517419
2013-07-02,17.2767502463661
2013-07-03,16.4025563494931
2013-07-04,17.2474121837575
2013-07-05,19.438606820621
2013-07-06,20.5477481593615
2013-07-07,22.2438764899977
2013-07-08,22.6232153474157
2013-07-09,22.2584198821967
2013-07-10,21.5002410776134
2013-07-11,19.4886204031101
2013-07-12,19.5693104991811
2013-07-13,20.0551587351231
2013-07-14,21.1846430995111
2013-07-15,22.0184042264548
2013-07-16,21.9018616972414
2013-07-17,22.0705218345972
2013-07-18,21.9355798598654
2013-07-19,22.052974243351
2013-07-20,23.0713927641942
2013-07-21,24.1282961724272
2013-07-22,24.415929033528
2013-07-23,22.3516691083472
2013-07-24,21.944922301675
2013-07-25,22.9940617140301
2013-07-26,22.9996128021647
2013-07-27,22.4303761735715
2013-07-28,20.3573194405651
2013-07-29,19.4080017048373
2013-07-30,19.6905494109848
2013-07-31,21.91303502691
2013-08-01,24.0452182387587
2013-08-02,23.5738514809876
2013-08-03,20.9277219728832
2013-08-04,20.7226389607716
2013-08-05,21.2884208797513
2013-08-06,19.7063519332384
2013-08-07,18.0171278665592
2013-08-08,17.8777762033903
2013-08-09,18.426104007539
2013-08-10,18.3609893913852
2013-08-11,18.9531356719049
2013-08-12,19.1334452935886
2013-08-13,17.9465542917073
2013-08-14,18.0296240872324
2013-08-15,19.2003840012243
2013-08-16,19.9272074800992
2013-08-17,20.2167927153584
2013-08-18,20.2258047466117
2013-08-19,18.8620350936954
2013-08-20,18.0952638297162
2013-08-21,19.1905540555717
2013-08-22,20.2457873462152
2013-08-23,20.6480593740514
2013-08-24,18.419785592197
2013-08-25,15.6411014832194
2013-08-26,16.7884653784694
2013-08-27,17.5228594067125
2013-08-28,17.6814125324856
2013-08-29,17.6079216971644
2013-08-30,17.9068963977552
2013-08-31,18.0354943294689
2013-09-01,16.8504788063847
2013-09-02,16.9923700456052
2013-09-03,18.5089068799548
2013-09-04,20.5422923522637
2013-09-05,20.8795839791389
2013-09-06,17.6297553566202
2013-09-07,15.204037372595
2013-09-08,14.372076516111
2013-09-09,14.5191370534699
2013-09-10,14.3883610192778
2013-09-11,13.1324224508453
2013-09-12,13.8605499868508
2013-09-13,15.5223069483926
2013-09-14,15.1427389172909
2013-09-15,13.2876479276502
2013-09-16,12.5597821984967
2013-09-17,12.4881590773906
2013-09-18,15.3825225425304
2013-09-19,13.1714995054582
2013-09-20,14.803560707532
2013-09-21,14.610439652944
2013-09-22,16.413626751783
2013-09-23,16.8264781846417
2013-09-24,16.5023236181556
2013-09-25,17.1809663445438
2013-09-26,18.2632624856639
2013-09-27,18.5798633831997
2013-09-28,17.8607917245256
2013-09-29,16.3600219368154
2013-09-30,15.6008832486792
2013-10-01,15.9966756729635
2013-10-02,17.0721707574913
2013-10-03,18.0274897561117
2013-10-04,16.9507138869685
2013-10-05,14.9038629772295
2013-10-06,13.8360161314366
2013-10-07,13.6158074048616
2013-10-08,13.3450765692033
2013-10-09,13.4961777370227
2013-10-10,9.46407789095285
2013-10-11,6.52696440134855
2013-10-12,6.43400539636336
2013-10-13,7.43177595233039
2013-10-14,11.2566666949201
2013-10-15,12.1227751868246
2013-10-16,13.2695411552696
2013-10-17,13.0511614987721
2013-10-18,11.8116833240292
2013-10-19,14.6853464734328
2013-10-20,15.2398235995798
2013-10-21,15.6664217270079
2013-10-22,17.1941318623207
2013-10-23,15.694407189577
2013-10-24,13.4811803700279
2013-10-25,16.1887416632043
2013-10-26,16.4767613000351
2013-10-27,14.615661509287
2013-10-28,13.4903386231669
2013-10-29,9.11333406675077
2013-10-30,7.07414468697303
2013-10-31,7.35190783708684
2013-11-01,8.58672719606121
2013-11-02,12.545399479046
2013-11-03,9.29032837522353
2013-11-04,8.75382712508143
2013-11-05,8.55675840941088
2013-11-06,13.3570495501092
2013-11-07,12.8889899514845
2013-11-08,10.6111650924187
2013-11-09,7.73640742318293
2013-11-10,7.96042062526736
2013-11-11,4.68406256131246
2013-11-12,7.38019562917985
2013-11-13,6.59845407814695
2013-11-14,4.41225672011475
2013-11-15,3.02295535265787
2013-11-16,2.11364772387958
2013-11-17,2.95614078353401
2013-11-18,3.45711413525128
2013-11-19,2.38320918544233
2013-11-20,-0.512745356413409
2013-11-21,-0.149106224896615
2013-11-22,-0.996281419415564
2013-11-23,0.718036251555645
2013-11-24,2.35008883147104
2013-11-25,1.92559784293065
2013-11-26,0.442587470977872
2013-11-27,-1.44382330016202
2013-11-28,-2.72034114930005
2013-11-29,0.888420567151087
2013-11-30,2.17903289262206
2013-12-01,0.679082559791721
2013-12-02,1.61533261561444
2013-12-03,-1.1944956182607
2013-12-04,0.154169515146565
2013-12-05,1.26399088829962
2013-12-06,2.44822835263132
2013-12-07,0.474140574808727
2013-12-08,-0.568976381511768
2013-12-09,-1.78537518744297
2013-12-10,-1.87239159637402
2013-12-11,-0.915339301100486
2013-12-12,-0.722971639178539
2013-12-13,0.0647718685456881
2013-12-14,2.68267805469055
2013-12-15,2.75306816390729
2013-12-16,4.00792852437947
2013-12-17,4.21134305558218
2013-12-18,5.56660575086752
2013-12-19,5.43939338645194
2013-12-20,2.40287118222504
2013-12-21,2.62278460825645
2013-12-22,6.13862620620189
2013-12-23,6.31900240588572
2013-12-24,7.95705081555237
2013-12-25,5.35565717886599
2013-12-26,2.48760063978084
2013-12-27,5.34109117836244
2013-12-28,4.58505818800599
2013-12-29,2.00326250664077
2013-12-30,1.27934085945757
2013-12-31,2.80207330272439
2014-01-01,4.93354705683514
2014-01-02,7.01132906427055
2014-01-03,7.45967560453914
2014-01-04,6.35971693514396
2014-01-05,4.14771698737072
2014-01-06,7.85968733330463
2014-01-07,8.5263440101954
2014-01-08,8.28568487377074
2014-01-09,7.15820029327974
2014-01-10,3.93349662616011
2014-01-11,4.60757345592956
2014-01-12,4.13530765438015
2014-01-13,4.82094276306286
2014-01-14,1.7559140168868
2014-01-15,2.84500648762803
2014-01-16,5.18667654316375
2014-01-17,4.35127577108495
2014-01-18,4.02402116271765
2014-01-19,3.19158638929135
2014-01-20,1.57872858704249
2014-01-21,0.390903014130711
2014-01-22,0.00641802410533405
2014-01-23,2.84527145725762
2014-01-24,3.23315618529682
2014-01-25,3.70906074639122
2014-01-26,5.32302596428489
2014-01-27,1.86802640258601
2014-01-28,0.879917671612096
2014-01-29,0.804366908578336
2014-01-30,0.874652993567114
2014-01-31,0.365300599659191
2014-02-01,2.58330540231163
2014-02-02,1.03505038734953
2014-02-03,0.651876443374367
2014-02-04,2.65879280761721
2014-02-05,4.13015825093207
2014-02-06,4.7932025759154
2014-02-07,5.98321050020176
2014-02-08,3.87263527231073
2014-02-09,2.94991750607072
2014-02-10,3.10625235360656
2014-02-11,2.1835697493768
2014-02-12,3.16979594796536
2014-02-13,4.04512209159079
2014-02-14,5.7902553984862
2014-02-15,6.59995471411256
2014-02-16,4.04240331266263
2014-02-17,3.4917824032807
2014-02-18,4.42402505600222
2014-02-19,6.02953018923443
2014-02-20,6.77435850128987
2014-02-21,3.99812802287726
2014-02-22,3.89711778035633
2014-02-23,5.46850852873457
2014-02-24,6.54319354046632
2014-02-25,5.3324037933888
2014-02-26,3.14479113441846
2014-02-27,2.99126289652406
2014-02-28,2.57162228020483
2014-03-01,1.8567108700389
2014-03-02,1.98066808140099
2014-03-03,2.77117245987257
2014-03-04,3.34010428493603
2014-03-05,4.15831740819539
2014-03-06,4.57463561913689
2014-03-07,5.22468612179934
2014-03-08,7.70363472500872
2014-03-09,9.11680728625944
2014-03-10,8.11905843743186
2014-03-11,7.43535265175582
2014-03-12,7.34412166606711
2014-03-13,7.19486202951552
2014-03-14,7.47662114656686
2014-03-15,7.27695888712483
2014-03-16,8.40525482260415
2014-03-17,7.6097205043008
2014-03-18,7.58027230196634
2014-03-19,8.54813528578358
2014-03-20,9.00426066441828
2014-03-21,8.72293396006187
2014-03-22,5.75456664880105
2014-03-23,2.82529377099499
2014-03-24,2.72825069146322
2014-03-25,3.81284008250076
2014-03-26,3.55844662234649
2014-03-27,2.56067792222009
2014-03-28,5.78249100890683
2014-03-29,9.74510744095896
2014-03-30,10.8879138354354
2014-03-31,10.6754953571621
2014-04-01,11.2326232915262
2014-04-02,12.2890339966973
2014-04-03,11.678536462571
2014-04-04,10.2627955679123
2014-04-05,10.6179582673333
2014-04-06,12.9571904478553
2014-04-07,13.4145670348364
2014-04-08,9.27590362399166
2014-04-09,8.54013731721874
2014-04-10,9.98776008222872
2014-04-11,10.7038495430338
2014-04-12,10.6707048265879
2014-04-13,10.7255596337234
2014-04-14,10.3379690129581
2014-04-15,9.11148169747547
2014-04-16,8.63946096278052
2014-04-17,9.85423136314703
2014-04-18,10.0316951599508
2014-04-19,7.30914706488204
2014-04-20,7.74775751979274
2014-04-21,9.41101902550156
2014-04-22,10.6407153980913
2014-04-23,11.5118390675855
2014-04-24,11.9125146397638
2014-04-25,10.9066782530336
2014-04-26,9.54722266270604
2014-04-27,8.86282444139329
2014-04-28,9.46610936092447
2014-04-29,9.74956573339109
2014-04-30,11.0487189848921
2014-05-01,11.0281000526884
2014-05-02,10.3547016164102
2014-05-03,9.12668650353475
2014-05-04,9.30746677578223
2014-05-05,12.0746050879113
2014-05-06,13.0763110949725
2014-05-07,12.9315837355306
2014-05-08,12.5526037062599
2014-05-09,13.7134276736977
2014-05-10,13.2046174209403
2014-05-11,11.3753432464341
2014-05-12,9.43668700425193
2014-05-13,9.02897875216867
2014-05-14,10.3018979904115
2014-05-15,11.1283011277221
2014-05-16,11.9161921793716
2014-05-17,13.8510343802283
2014-05-18,14.9687386551036
2014-05-19,15.4134765832494
2014-05-20,14.4766523728198
2014-05-21,14.2734966737091
2014-05-22,13.7975635174916
2014-05-23,11.4772503901154
2014-05-24,11.2178014473019
2014-05-25,12.0802755608148
2014-05-26,12.2023848349696
2014-05-27,11.8913671088397
2014-05-28,11.9920484692822
2014-05-29,13.2761696928511
2014-05-30,14.231588286845
2014-05-31,14.4370712244995
2014-06-01,14.2299033960809
2014-06-02,14.784637599173
2014-06-03,14.8578420318644
2014-06-04,13.2047536702192
2014-06-05,13.6146453714015
2014-06-06,18.209909051452
2014-06-07,19.8171775680428
2014-06-08,20.6844508437927
2014-06-09,20.7950256230756
2014-06-10,19.3425130918574
2014-06-11,19.5788901961948
2014-06-12,20.7088229375719
2014-06-13,20.8338570796592
2014-06-14,18.8070615853342
2014-06-15,16.2631326608323
2014-06-16,16.3741319182239
2014-06-17,15.8624279172186
2014-06-18,16.3005587041797
2014-06-19,17.6362417649695
2014-06-20,18.5635379864426
2014-06-21,19.0026519688092
2014-06-22,20.1499233220566
2014-06-23,19.0182314884551
2014-06-24,19.4123343769892
2014-06-25,18.6572031275989
2014-06-26,18.1971048790877
2014-06-27,18.1995564110473
2014-06-28,17.118430165091
2014-06-29,15.556460795918
2014-06-30,15.9107755267511
2014-07-01,17.7209939413289
2014-07-02,18.8062694194395
2014-07-03,20.6137707763211
2014-07-04,19.7847299541224
2014-07-05,18.8916245657727
2014-07-06,17.8859563425242
2014-07-07,15.5233217266054
2014-07-08,15.6669712249076
2014-07-09,14.9337260822403
2014-07-10,15.4377821826489
2014-07-11,16.415110639627
2014-07-12,17.1432070280682
2014-07-13,17.2411294562715
2014-07-14,17.5958533681237
2014-07-15,19.073418417356
2014-07-16,21.5437447516656
